name,title,stars,review
Linda Laidlaw,Terrible,1.0 out of 5 stars,I cannot explain how dissatisfied I am with these batteries. I have never had batteries die so quickly. We used them for a baby monitor which takes two batteries at a time. Each set of two batteries only last an average of about 2-3 days. We only use the monitor for about 1-2 hours a night. I can't believe what a waist of money these batteries are!
Wen you huang,Cheap and high quality batteries,5.0 out of 5 stars,"The cost performance of this battery is very high, the quality is very good, as most people evaluate it"
Serapia,Why buy any other brand when you get so much for your money?,5.0 out of 5 stars,"So many batteries, they last a long time (just like brand names), and they are extremely economical for the amount you get."
Ryan Gallardes,Best batteries you can get,5.0 out of 5 stars,"Best batteries you can get, plus it's way cheaper than the competitors.If you haven't already tried using Amazon batteries, I recommend you do the switch.It'll save you some money and you'll still be getting a quality battery compared to some of the other amazonbasics products out there."
dj walker,They are cheap batteries...that work...,5.0 out of 5 stars,"Best price I've ever been able to find, and have never had an issue with leakage or poor performance. At this price, even if they don't perform quite as well as the name brand, it's a better value."
Marco Rodrigues,"Convenient, good deal",5.0 out of 5 stars,Super convenient box of 100. It feels so good to finally be at ease when gadgets act up and batteries die.. what a nice stash to have.
Dennys N.,"They arrived to my dad in Puerto Rico, who ...",3.0 out of 5 stars,"They arrived to my dad in Puerto Rico, who is still without electricity 50 days after they got struck by hurricane Maria.Send him other battery operated equipment to help alleviate the need for light at night.Hoping they last, but sending more soon as precaution."
Holli 13,Great batteries,5.0 out of 5 stars,there was a lot of batteries in this pack and it came by really fast and they work really well I'm very pleased with them and I definitely would buy again
S. Carlson,Great value,5.0 out of 5 stars,"I really only buy Amazon batteries now, I keep em on hand for my automatic air freshener. It eats batteries, but that's because I have it set to spray just outside my teen son's bedroom door every 9 minutes"
Linda,Bad product,1.0 out of 5 stars,I have had these batteries as well as AA and C batteries on subscription for over a year and just cancelled all my subscriptions. Most of the time half of the package is dead or on low juice. If they test positive they don't last for more than a month. Don't waste your money. Buy better batteries.
Todd Guthrie,Leaked,2.0 out of 5 stars,"Well, they fit AAA devices, but the first pair I used leaked and killed my Fire TV remote in less than a month. Color me unimpressed..."
deborah h.,They're batteries great value for the amt of batteries received.,5.0 out of 5 stars,"They work i can't truthfully give a response on longevity, because i just got them. What can i say about remote control they fit like any other battery."
T. Kelly,Leaked and damaged device,1.0 out of 5 stars,These batteries leaked and damaged the device they were installed in. Now I am going through everything I installed these in before they ruin something else. Avoid these at all costs. They are junk.
Jeff Little,Use them quick they do not hold a charge for any amount of time.,1.0 out of 5 stars,I just tried to use half of this package that is less than a year old and they are all so dead they won't even turn on a small led flashlight. I actually threw a couple things away over the last few months before I realized it was the batterys and not the items.. Pretty bummed
MMendoza,100 batteries!?,5.0 out of 5 stars,Great value for money! 100 batteries for the price of a 20 pack! Yes please. I will buy again when I run out.
R. G. SHORT,AmazonBasics AAA batteries work well,5.0 out of 5 stars,"I have been using AmazonBasic AAA and other AmazonBasic batteries for a number of years now. These batteries last as long as any other brand I have used. In addition so far I have not received new batteries that have had a dead one on arrival, Very satisfied and I use a lot of batteries."
Stan K.,Recommended,5.0 out of 5 stars,These don’t last as long as energizer but the price difference is greater savings. They last at least 70% as long as name brand for 1/3 the price.
health nut,"do not work, aaa size or aa do not work",1.0 out of 5 stars,"why, why, why do they not work???? and why are there so many positive reviews. i buy based on reviews and now it's down the drain. none of them work! not aaa not aa size.bought total of 4 packages, and ALL are useless. aaa tried on flameless candles. aa in remote control. tried the whole 4 packs.went to the store to buy Energizer."
"Thanks, Kevin my Dude",Good batteries.,4.0 out of 5 stars,"Amazon batteries always work well and last long. I'll keep purchasing! Next time, I will order the bulk larger option that I have had before, you get a ton more and they last for a long time."
Carlos A. Aguiar Herrera,A BARGAIN!,5.0 out of 5 stars,30 cents per battery? A simple bargain! Sad I didnt see them before! And they work even better that the so famous branches that normaly cost twice! I do highly recommended them!
Happy Shopper,Super fast shipping reasonable price no complaints.,5.0 out of 5 stars,Favorite brand especially if you have Amazon Fire stick always best to used same brand can’t go wrong.
laurboh,Great value,5.0 out of 5 stars,Such a great value for the price. Definitely get more than what you would compare to other more known Brands. Haven't noticed a difference in life of the battery which is great.
Henry Spencer,Haven’t Leaked Yet,5.0 out of 5 stars,"I used to buy store brand batteries from a membership warehouse store, but had problems with them leaking. I haven’t had that problem so far with these."
LaluLuxe,Pretty close to the Name brand,5.0 out of 5 stars,"Was a great deal at the time I bought it and they work pretty well, not the longevity of some of the top brand names but definitely comparable. I will buy some more for sure!!"
Lorlyn,They don't last at all,1.0 out of 5 stars,"Save your money, the batteries from the dollar store last longer. I purchased 2 packs for Christmas decorations & they don't last even a day, my dollar store ones last a week."
